turno_pk,conv_pk,turno_idx,conversacion_id,text,fase,fase_conf,fase_source,prev_fase,next_fase
27886,1187,23,20250514-085839_974578602_FOHCASTI_lsotelom_01316470_CE38-all-_mp3cut.net_.txt,"Como le acabo de mencionar, señor David, nos estamos llamando, nosotros nos estamos comunicando de ser reabogados.",,,,NEGOCIACION_ACUERDO,APERTURA
28005,1199,5,20250514-093442_938347935_FOHCASTI_mpalaciosc_73228326_CE09-all-_mp3cut.net_.txt,"Ya, pero en cualquier otra en cualquier otro distrito también hay lugares para cancelar, señorita Samira, se le va brindar la posibilidad?",,,,APERTURA,FORMALIZACION_PAGO
28366,1217,15,20250514-111339_927859972_FOHCASTI_jgarciac_44682807_CE38-all-_mp3cut.net_.txt,"Bueno, su cuenta será evaluado para ser derivada al área de abogados, estimado.",,,,NEGOCIACION_ACUERDO,
28639,1234,8,20250514-162334_991243787_FOHCASTI_ellanosc_03314779_CN65-all-_mp3cut.net_.txt,"¿En qué horario me podrías comunicar, estimado?",,,,APERTURA,
28640,1234,9,20250514-162334_991243787_FOHCASTI_ellanosc_03314779_CN65-all-_mp3cut.net_.txt,"Ok, yo estoy, yo estoy en mi trabajo.",,,,,NEGOCIACION_ACUERDO
28647,1234,16,20250514-162334_991243787_FOHCASTI_ellanosc_03314779_CN65-all-_mp3cut.net_.txt,que Es por eso que puse la llamada hacia ese número.,,,,NEGOCIACION_ACUERDO,VALIDACION_IDENTIDAD
28978,1253,3,20250515-085924_939085054_FOHCASTI_cmendozav_01092605_CE38-all-_mp3cut.net_.txt,"Desde que yo te mandé con gusto, señora Esperanza. Ajá. ¿Desde cuándo está mal de salud,",,,,APERTURA,
28979,1253,4,20250515-085924_939085054_FOHCASTI_cmendozav_01092605_CE38-all-_mp3cut.net_.txt,estimado? ¿Cómo?,,,,,APERTURA
29596,1285,5,20250515-095714_960615081_FOHCASTI_jgarciac_47663720_CN65-all-_mp3cut.net_.txt,"No lo logré escuchar muy bien, señor Jackson. ¿Me decía, disculpe?",,,,APERTURA,
29597,1285,6,20250515-095714_960615081_FOHCASTI_jgarciac_47663720_CN65-all-_mp3cut.net_.txt,"No estoy yo, señorita. Soy el usuario del número, el señor ya no utiliza este número.",,,,,
29598,1285,7,20250515-095714_960615081_FOHCASTI_jgarciac_47663720_CN65-all-_mp3cut.net_.txt,"Es un familiar el señor Jackson, porque visualizo que se han comunicado por este medio con el señor Jackson?",,,,,
29599,1285,8,20250515-095714_960615081_FOHCASTI_jgarciac_47663720_CN65-all-_mp3cut.net_.txt,"Sí, es mi primo.",,,,,
29600,1285,9,20250515-095714_960615081_FOHCASTI_jgarciac_47663720_CN65-all-_mp3cut.net_.txt,¿Y tendrá algún número que me pueda brindar para comunicarme?,,,,,FORMALIZACION_PAGO
29856,1297,21,20250515-102822_955745336_FOHCASTI_lsotelom_20030395_CE19-all-_mp3cut.net_.txt,"ahí a hacerme tratar de hacerme nada? ¿Cómo van a pagar una cosa que yo no yo no no no me echo tratar ahí? Yo no estoy enferma, yo estoy sana, Y esa empresa me va a perjudicar.",,,,NEGOCIACION_ACUERDO,
29857,1297,22,20250515-102822_955745336_FOHCASTI_lsotelom_20030395_CE19-all-_mp3cut.net_.txt,"Trate trate de personal, estimada. De todas maneras, nos vamos a estar comunicando con usted. Buenos días. Ya, bueno.",,,,,
29977,1309,5,20250515-111722_983480520_FOHCASTI_rhuamanb_46706599_INCALL-all-_mp3cut.net_.txt,Bien. ¿Y qué indicó?,,,,APERTURA,
29978,1309,6,20250515-111722_983480520_FOHCASTI_rhuamanb_46706599_INCALL-all-_mp3cut.net_.txt,Ajá. En el en el transcurso de la semana yo me iba a acercar a la agencia.,,,,,
29979,1309,7,20250515-111722_983480520_FOHCASTI_rhuamanb_46706599_INCALL-all-_mp3cut.net_.txt,¿Se va a acercar a realizar el pago?,,,,,
29980,1309,8,20250515-111722_983480520_FOHCASTI_rhuamanb_46706599_INCALL-all-_mp3cut.net_.txt,"Sí, ajá, es para pagar 600, me dijo. 600 y no sé cuánto. Ya No, no recuerdo bien.",,,,,
29981,1309,9,20250515-111722_983480520_FOHCASTI_rhuamanb_46706599_INCALL-all-_mp3cut.net_.txt,¿A la misma financiera se acercó?,,,,,NEGOCIACION_ACUERDO
30044,1310,42,20250515-111754_999436454_FOHCASTI_tolanop_INCALL-all-_mp3cut.net_.txt,¿Como a eso de las de las 5 y media puede ser?,,,,CONSULTA_ACEPTACION,
30045,1310,43,20250515-111754_999436454_FOHCASTI_tolanop_INCALL-all-_mp3cut.net_.txt,A las 5 y media. Ok.,,,,,
30046,1310,44,20250515-111754_999436454_FOHCASTI_tolanop_INCALL-all-_mp3cut.net_.txt,"Ya, entonces quedamos 5 y media de la tarde, ¿está bien?",,,,,CONSULTA_ACEPTACION
30158,1315,45,20250515-113954_973659620_FOHCASTI_ellanosc_44182385_CE21-all-_mp3cut.net_.txt,podrían contactar la llamada.,,,,APERTURA,
30159,1315,46,20250515-113954_973659620_FOHCASTI_ellanosc_44182385_CE21-all-_mp3cut.net_.txt,"Igual, las situaciones de cobranza van a seguir estimados a poder llegar a una conciliación.",,,,,
30260,1323,5,20250515-115807_907167674_FOHCASTI_cmendozav_71043723_CE38-all-_mp3cut.net_.txt,Ya. Y ahora No es con la,,,,APERTURA,
30261,1323,6,20250515-115807_907167674_FOHCASTI_cmendozav_71043723_CE38-all-_mp3cut.net_.txt,"Bueno, le comento, 20, más o menos, voy a escuchar una liquidez del negocio, y ahí voy a hacer los pagos, he tenido un",,,,,
30262,1323,7,20250515-115807_907167674_FOHCASTI_cmendozav_71043723_CE38-all-_mp3cut.net_.txt,¿Y cuándo estaría recibiendo esa liquidez estimado?,,,,,NEGOCIACION_ACUERDO
30601,1338,18,20250515-123329_950999637_FOHCASTI_ellanosc_43659319_CE21-all-_mp3cut.net_.txt,"Estaremos notificando el estimado. Sí, le vamos a verificar en su domicilio.",,,,ADVERTENCIAS,
30602,1338,19,20250515-123329_950999637_FOHCASTI_ellanosc_43659319_CE21-all-_mp3cut.net_.txt,"Ya, está bien.",,,,,
30603,1338,20,20250515-123329_950999637_FOHCASTI_ellanosc_43659319_CE21-all-_mp3cut.net_.txt,De cobranza van a seguir estimados a poder llegar o una conciliación de pago.,,,,,CIERRE
30631,1340,9,20250515-123902_971697662_FOHCASTI_rcasass_46435340_INCALL-all-_mp3cut.net_.txt,Valido que tiene 2 beneficios,,,,ADVERTENCIAS,
30632,1340,10,20250515-123902_971697662_FOHCASTI_rcasass_46435340_INCALL-all-_mp3cut.net_.txt,¿De casualidad me dan ustedes?,,,,,
30633,1340,11,20250515-123902_971697662_FOHCASTI_rcasass_46435340_INCALL-all-_mp3cut.net_.txt,Tiene un beneficio un ¿Por,,,,,NEGOCIACION_ACUERDO
30748,1346,1,20250515-125449_910595931_FOHCASTI_ialcalal_CE38-all-_mp3cut.net_.txt,"Nada, lo que hace es burlarse, no, no. ¿Sí?",,,,,NEGOCIACION_ACUERDO
30886,1359,12,20250515-142044_923215054_FOHCASTI_ialcalal_10014238_CE09-all-_mp3cut.net_.txt,"Por eso. Ya, no",,,,NEGOCIACION_ACUERDO,
30887,1359,13,20250515-142044_923215054_FOHCASTI_ialcalal_10014238_CE09-all-_mp3cut.net_.txt,"Porque cualquier cosa, cualquier novedad, me me me hace saber por allí. ¿Está bien?",,,,,CONSULTA_ACEPTACION
31176,1371,18,20250515-150422_937535987_FOHCASTI_cmendozav_04221028_CE38-all-_mp3cut.net_.txt,La la la,,,,VALIDACION_IDENTIDAD,
31177,1371,19,20250515-150422_937535987_FOHCASTI_cmendozav_04221028_CE38-all-_mp3cut.net_.txt,"De igual manera, lo voy a te lo voy a tipificar en el sistema, señora Nelly, lo voy a reportar.",,,,,
31269,1375,35,20250515-152659_997437053_FOHCASTI_ialcalal_06218770_INCALL-all-_mp3cut.net_.txt,"No, no, no, 148, 1 4 8.",,,,NEGOCIACION_ACUERDO,
31270,1375,36,20250515-152659_997437053_FOHCASTI_ialcalal_06218770_INCALL-all-_mp3cut.net_.txt,"Ya, bueno,",,,,,NEGOCIACION_ACUERDO
31282,1376,5,20250515-152831_971677740_FOHCASTI_lsotelom_10398384_CE31-all-_mp3cut.net_.txt,"¿Cómo está, estimada? Quisiera confirmar, en este caso, si el número le pertenece al señor.",,,,APERTURA,CONSULTA_ACEPTACION
31368,1380,5,20250515-155302_995167840_FOHCASTI_cmendozav_07537061_CE38-all-_mp3cut.net_.txt,¿Salté? Ok.,,,,APERTURA,
31369,1380,6,20250515-155302_995167840_FOHCASTI_cmendozav_07537061_CE38-all-_mp3cut.net_.txt,¿Ese caso?,,,,,EXPOSICION_DEUDA
31385,1380,22,20250515-155302_995167840_FOHCASTI_cmendozav_07537061_CE38-all-_mp3cut.net_.txt,"Yo devuelvo la llamada al número que me está haciendo usted, por ejemplo, y me dice que no existe.",,,,NEGOCIACION_ACUERDO,
31386,1380,23,20250515-155302_995167840_FOHCASTI_cmendozav_07537061_CE38-all-_mp3cut.net_.txt,"La llamada es mediante una computadora, señor Manuel, no entra a llamar. Como cae directamente al sistema, es por ello que nosotros le le llamamos automáticamente, pero si usted desea regresar la llamada, pues no va a poder comunicarse con nosotros porque es de una computadora. De igual manera, señor Manuel, como me indicó, voy a validar la información, la voy a especificar en el sistema, pero no le aseguro de que no le sigan llamando, ya que, como su cuenta está en el estudio, ya automáticamente sus datos caen en el sistema. Claro, como",,,,,
31387,1380,24,20250515-155302_995167840_FOHCASTI_cmendozav_07537061_CE38-all-_mp3cut.net_.txt,"así como así como usted está trabajando, yo también estoy ocupado trabajando y y las llamadas entran",,,,,NEGOCIACION_ACUERDO
31423,1381,33,20250515-155747_978957978_FOHCASTI_mpalaciosc_74698024_INCALL-all-_mp3cut.net_.txt,"Para poderme sustentar, no me pasa la comida de mi mamá.",,,,NEGOCIACION_ACUERDO,
31424,1381,34,20250515-155747_978957978_FOHCASTI_mpalaciosc_74698024_INCALL-all-_mp3cut.net_.txt,"Ya, comprendo. Mire",,,,,NEGOCIACION_ACUERDO
31571,1389,9,20250515-164448_992425344_FOHCASTI_zmezap_29501958_CE21-all-_mp3cut.net_.txt,"Ya, unos inconvenientes así, pero ya tengo personal, ¿ya?",,,,FORMALIZACION_PAGO,
31572,1389,10,20250515-164448_992425344_FOHCASTI_zmezap_29501958_CE21-all-_mp3cut.net_.txt,"Señor Guillermo, nos estamos comunicando para poder llegar a una conciliación. Su deuda se encuentra directamente con nosotros. Si usted se acerca a plataforma, le van a indicar que se comunique con nosotros.",,,,,APERTURA
31667,1393,3,20250515-170457_900504985_FOHCASTI_ialcalal_43414377_CN65-all-_mp3cut.net_.txt,"Este, señor, anteriormente nos hemos comunicado con usted por este número, señor Edson Yufra Guarachi.",,,,APERTURA,
31668,1393,4,20250515-170457_900504985_FOHCASTI_ialcalal_43414377_CN65-all-_mp3cut.net_.txt,"Es con Yufrago, sí, no es Edson Guarachi.",,,,,
31669,1393,5,20250515-170457_900504985_FOHCASTI_ialcalal_43414377_CN65-all-_mp3cut.net_.txt,"Ya, Edson Yufra Guarachi.",,,,,
31670,1393,6,20250515-170457_900504985_FOHCASTI_ialcalal_43414377_CN65-all-_mp3cut.net_.txt,"Claro, Julio Coapa.",,,,,
31671,1393,7,20250515-170457_900504985_FOHCASTI_ialcalal_43414377_CN65-all-_mp3cut.net_.txt,Ya ¿Y,,,,,APERTURA
31700,1394,17,20250515-170728_987482604_FOHCASTI_mpalaciosc_43262036_INCALL-all-_mp3cut.net_.txt,"No, pues no estaba riéndome, ya, ¿verdad? Es que el pago, porque yo de verdad no es mi celular. Ya supongo, ya hemos conversado con la señora, escúcheme, ya hemos conversado con la señora, va a venir a recoger su celular y ella le dirá, ¿ya?",,,,NEGOCIACION_ACUERDO,
31701,1394,18,20250515-170728_987482604_FOHCASTI_mpalaciosc_43262036_INCALL-all-_mp3cut.net_.txt,"Le le voy a decir algo, señora, le explico algo, la usurpación de identidad es un delito legal No",,,,,
31702,1394,19,20250515-170728_987482604_FOHCASTI_mpalaciosc_43262036_INCALL-all-_mp3cut.net_.txt,"estoy usurpando, me he encontrado y yo tengo que devolver, soy honrada y voy a devolver. Sí, le Yo no estoy diciendo que no.",,,,,NEGOCIACION_ACUERDO
31742,1396,8,20250515-172341_996660776_FOHCASTI_tolanop_08804137_CN65-all-_mp3cut.net_.txt,"Por favor, nos brinda un número para comunicarnos directamente con el señor Edwin.",,,,APERTURA,
31743,1396,9,20250515-172341_996660776_FOHCASTI_tolanop_08804137_CN65-all-_mp3cut.net_.txt,"No, no tiene el celular.",,,,,
31744,1396,10,20250515-172341_996660776_FOHCASTI_tolanop_08804137_CN65-all-_mp3cut.net_.txt,¿Y a qué hora se le pudiera devolver la llamada? ¿Cómo? ¿A qué hora se le pudiera devolver la llamada?,,,,,NEGOCIACION_ACUERDO
32048,1413,8,20250516-083444_973435658_FOHCASTI_rhuamanb_45774518_CE33-all-_mp3cut.net_.txt,"Sí, bueno, aparte de por salud es por trabajo.",,,,VALIDACION_IDENTIDAD,
32049,1413,9,20250516-083444_973435658_FOHCASTI_rhuamanb_45774518_CE33-all-_mp3cut.net_.txt,¿No cuenta con trabajo actualmente?,,,,,EXPOSICION_DEUDA
32076,1414,5,20250516-083521_912088003_FOHCASTI_lsotelom_41349613_CN65-all-_mp3cut.net_.txt,"Ya. En otro caso, este ¿Este número le pertenece a la señora Yubisa Cabrera?",,,,VALIDACION_IDENTIDAD,NEGOCIACION_ACUERDO
32221,1419,10,20250516-090200_993514129_FOHCASTI_jgarciac_10280429_CN65-all-_mp3cut.net_.txt,Ángela. Pero cuando le usted me mencionó que sí era la señora Ángela.,,,,EXPOSICION_DEUDA,
32222,1419,11,20250516-090200_993514129_FOHCASTI_jgarciac_10280429_CN65-all-_mp3cut.net_.txt,"Bueno, sí lo hice, porque usted. ¿Cómo llama acá? Si su si este teléfono ella no vive acá conmigo. Ella tiene su casa, tiene su su teléfono, tiene su celular, tiene todo. ¿Por qué? Entonces, si si es la financiera, no han tomado unos datos exactos. ¿Por qué llaman a otro sitio? Porque tenemos este número como referencia. Es que",,,,,NEGOCIACION_ACUERDO
32268,1424,1,20250516-094554_985054181_FOHCASTI_rhuamanb_47630927_INCALL-all-_mp3cut.net_.txt,Este ¿Desea la información de realizar el pago?,,,,,APERTURA
32337,1428,11,20250516-095727_969527278_FOHCASTI_ialcalal_09629923_CE21-all-_mp3cut.net_.txt,"¿Que no se la puede, señora Violeta?",,,,APERTURA,ADVERTENCIAS
32341,1428,15,20250516-095727_969527278_FOHCASTI_ialcalal_09629923_CE21-all-_mp3cut.net_.txt,"No iban a,",,,,ADVERTENCIAS,
32342,1428,16,20250516-095727_969527278_FOHCASTI_ialcalal_09629923_CE21-all-_mp3cut.net_.txt,"este, no iban a contestar y iban a depositar.",,,,,VALIDACION_IDENTIDAD
32412,1430,11,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,"En todo caso, va a perder toda facilidad que se le pueda brindar hasta el momento, y el cobro va a ser en base Sí,",,,,ADVERTENCIAS,
32413,1430,12,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,"sí, sí, yo yo cuando disponga del dinero, yo me voy a acercar y voy a",,,,,
32414,1430,13,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,o cobranzas a su Le,,,,,
32415,1430,14,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,voy a dar.,,,,,
32416,1430,15,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,Juanemira Flores.,,,,,
32417,1430,16,20250516-100939_989604820_FOHCASTI_jgarciac_CE19-all-_mp3cut.net_.txt,"Yo voy a, yo cuando tengo, voy a acercarme a otra oficina y",,,,,CIERRE
32437,1432,6,20250516-102506_964944438_FOHCASTI_kavinazarh_72145744_CN70-all-_mp3cut.net_.txt,"Claro, porque es con línea de él, pues, señorita, es mi línea, pero en línea es de de junio en carro.",,,,VALIDACION_IDENTIDAD,
32438,1432,7,20250516-102506_964944438_FOHCASTI_kavinazarh_72145744_CN70-all-_mp3cut.net_.txt,¿En qué horario puedo regresar la llamada? Que pueda conversar con el señor Julio Paredes.,,,,,APERTURA
32507,1436,1,20250516-105634_989769959_FOHCASTI_lsotelom_CE19-all-_mp3cut.net_.txt,Cambiar de,,,,,VALIDACION_IDENTIDAD
32618,1442,5,20250516-112356_980052492_FOHCASTI_ialcalal_17569656_CE31-all-_mp3cut.net_.txt,"Oh, este, disculpe, este, una consulta, ¿usted tendrá, este, la la carta de defunción de la señora para poder procesarle y enviarlo a la financiera?",,,,APERTURA,
32619,1442,6,20250516-112356_980052492_FOHCASTI_ialcalal_17569656_CE31-all-_mp3cut.net_.txt,¿Setendré yo qué?,,,,,
32620,1442,7,20250516-112356_980052492_FOHCASTI_ialcalal_17569656_CE31-all-_mp3cut.net_.txt,"La carta de defunción de la señora, para poder, este, procesarlo y enviarlo a",,,,,
32621,1442,8,20250516-112356_980052492_FOHCASTI_ialcalal_17569656_CE31-all-_mp3cut.net_.txt,"la financiera. Le envié hace tiempo, me enviaron mensajes de un número de teléfono de la tarjeta pagó. Ya ese mismo número, por otro lado, un estudio jurídico le envié la la, este, la el acta de defunción. Porque ya mi suegra fallecido ya son, van a ser 2 años.",,,,,FORMALIZACION_PAGO
32949,1460,14,20250516-115852_926583665_FOHCASTI_mpaivan_31662922_INCALL-all-_mp3cut.net_.txt,"Ya, todo eso se ha requerido con intereses.",,,,FORMALIZACION_PAGO,
32950,1460,15,20250516-115852_926583665_FOHCASTI_mpaivan_31662922_INCALL-all-_mp3cut.net_.txt,"Claro, los 1332 es con interés. El importe de que se le está brindando de 818 no tiene interés, incluso tiene un descuento en base a lo que es el capital. De capital, la señora tiene 929.",,,,,
32951,1460,16,20250516-115852_926583665_FOHCASTI_mpaivan_31662922_INCALL-all-_mp3cut.net_.txt,"Ya, ya. Mire, deme entre lunes y martes.",,,,,
32952,1460,17,20250516-115852_926583665_FOHCASTI_mpaivan_31662922_INCALL-all-_mp3cut.net_.txt,"Sí, martes. ¿Ya? ¿Al día lunes estaría cancelando, entonces?",,,,,FORMALIZACION_PAGO
33075,1464,5,20250516-120917_994155163_FOHCASTI_mpaivan_03689934_CE05-all-_mp3cut.net_.txt,"Sí, dígame.",,,,APERTURA,
33076,1464,6,20250516-120917_994155163_FOHCASTI_mpaivan_03689934_CE05-all-_mp3cut.net_.txt,"Señorita, ¿me me puede llamar un ratito por foto ahí en el trabajo?",,,,,
33077,1464,7,20250516-120917_994155163_FOHCASTI_mpaivan_03689934_CE05-all-_mp3cut.net_.txt,"Estimado, lo mismo nos había comentado hace unos días desde el día 6 y ya no nos responde. Confírmeme si es que estaría cancelando o se le está complicando el pago.",,,,,
33078,1464,8,20250516-120917_994155163_FOHCASTI_mpaivan_03689934_CE05-all-_mp3cut.net_.txt,"Señorita, pero lo que pasa que para poder conversar con usted necesito ver el los montos, ¿Me puede llamar a las 6, Karen punto, por favor, que salga del trabajo, estoy desocupado? Ok. Hay la fecha que le voy",,,,,
33079,1464,9,20250516-120917_994155163_FOHCASTI_mpaivan_03689934_CE05-all-_mp3cut.net_.txt,"a estar devolviendo la llamada, el caso",,,,,CONSULTA_ACEPTACION
33145,1471,14,20250516-122428_991816636_FOHCASTI_mpalaciosc_03668502_CN65-all-_mp3cut.net_.txt,6 2 38. ¿Sí no es?,,,,EXPOSICION_DEUDA,
33146,1471,15,20250516-122428_991816636_FOHCASTI_mpalaciosc_03668502_CN65-all-_mp3cut.net_.txt,"No, señorita.",,,,,NEGOCIACION_ACUERDO
33236,1477,6,20250516-125452_969770422_FOHCASTI_jgarciac_41829502_CN65-all-_mp3cut.net_.txt,"¿Y tendrá algún número que me pueda brindar para comunicarme, por favor?",,,,VALIDACION_IDENTIDAD,
33237,1477,7,20250516-125452_969770422_FOHCASTI_jgarciac_41829502_CN65-all-_mp3cut.net_.txt,"Sí, ahora le le dicto el envío. ¿Cómo hago?",,,,,EXPOSICION_DEUDA
33260,1478,12,20250516-125942_994529250_FOHCASTI_lsotelom_08601130_CE38-all-_mp3cut.net_.txt,"Víctor, para nosotros poder enviar el reporte a la financiera. ¿Cómo es que usted se sustenta actualmente?",,,,VALIDACION_IDENTIDAD,
33261,1478,13,20250516-125942_994529250_FOHCASTI_lsotelom_08601130_CE38-all-_mp3cut.net_.txt,"Yo sé de de mi nieto, de mi nieta, de mi hija que me",,,,,
33262,1478,14,20250516-125942_994529250_FOHCASTI_lsotelom_08601130_CE38-all-_mp3cut.net_.txt,Dame un sencillo para,,,,,EXPOSICION_DEUDA
33359,1482,30,20250516-132449_995167840_FOHCASTI_ialcalal_07537061_CE01-all-_mp3cut.net_.txt,"Claro, pero 1 no se puede acercar a la financiera, solamente va 1 a los agentes y le pasan por un teléfono, y solamente",,,,FORMALIZACION_PAGO,
33360,1482,31,20250516-132449_995167840_FOHCASTI_ialcalal_07537061_CE01-all-_mp3cut.net_.txt,"Si no me equivoco, en la aviación hay una financiera",,,,,FORMALIZACION_PAGO
33365,1482,36,20250516-132449_995167840_FOHCASTI_ialcalal_07537061_CE01-all-_mp3cut.net_.txt,"Claro, que sea todo de la de manera correcta. ¿No?",,,,NEGOCIACION_ACUERDO,
33366,1482,37,20250516-132449_995167840_FOHCASTI_ialcalal_07537061_CE01-all-_mp3cut.net_.txt,"Ya. Sí, está bien. De todas maneras, igual, cualquier cosa, este, van a estar comunicándose usted y usted le plantea, de todas maneras, yo lo estoy poniendo acá el reporte.",,,,,
33367,1482,38,20250516-132449_995167840_FOHCASTI_ialcalal_07537061_CE01-all-_mp3cut.net_.txt,"Sí, yo le comento que también acá están haciendo, tienen investigación en la de Pinche, en Miraflores hay un yo estaba ahí también la semana pasada, están viendo el proceso porque tengo hasta el dinero de de",,,,,NEGOCIACION_ACUERDO
33458,1487,5,20250516-143101_953898795_FOHCASTI_mpaivan_24002069_CE09-all-_mp3cut.net_.txt,¿Cuándo ha cancelado la,,,,APERTURA,
33459,1487,6,20250516-143101_953898795_FOHCASTI_mpaivan_24002069_CE09-all-_mp3cut.net_.txt,solicitud? Para mandarle la voz esa que yo he pagado.,,,,,
